Tipo;Tema;Variável;Descrição
Domicílio;Características do Domicílio - Parte 2;V00191;Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00192;Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00193;Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00194;Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00195;Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00196;Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00197;Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00198;Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00199;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação
Domicílio;Características do Domicílio - Parte 2;V00200;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno
Domicílio;Características do Domicílio - Parte 2;V00201;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio
Domicílio;Características do Domicílio - Parte 2;V00202;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Água chega encanada até dentro da casa, apartamento ou habitação
Domicílio;Características do Domicílio - Parte 2;V00203;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Água chega encanada, mas apenas ao terreno
Domicílio;Características do Domicílio - Parte 2;V00204;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Água não chega encanada ao domicílio
Domicílio;Características do Domicílio - Parte 2;V00205;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Água chega encanada até dentro da casa, apartamento ou habitação
Domicílio;Características do Domicílio - Parte 2;V00206;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Água chega encanada, mas apenas ao terreno
Domicílio;Características do Domicílio - Parte 2;V00207;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Água não chega encanada ao domicílio
Domicílio;Características do Domicílio - Parte 2;V00208;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Água chega encanada até dentro da casa, apartamento ou habitação
Domicílio;Características do Domicílio - Parte 2;V00209;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Água chega encanada, mas apenas ao terreno
Domicílio;Características do Domicílio - Parte 2;V00210;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Água não chega encanada ao domicílio
Domicílio;Características do Domicílio - Parte 2;V00211;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00212;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00213;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00214;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00215;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00216;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00217;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00218;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00219;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00220;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00221;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00222;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00223;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00224;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00225;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00226;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00227;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00228;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00229;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00230;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00231;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00232;Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00233;Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00234;Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00235;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00236;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio
Domicílio;Características do Domicílio - Parte 2;V00237;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno
Domicílio;Características do Domicílio - Parte 2;V00238;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário
Domicílio;Características do Domicílio - Parte 2;V00239;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00240;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00241;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00242;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00243;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Apenas banheiro de uso comum a mais de um domicílio
Domicílio;Características do Domicílio - Parte 2;V00244;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno
Domicílio;Características do Domicílio - Parte 2;V00245;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Não tinham banheiro nem sanitário
Domicílio;Características do Domicílio - Parte 2;V00246;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00247;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00248;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00249;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio
Domicílio;Características do Domicílio - Parte 2;V00250;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Apenas banheiro de uso comum a mais de um domicílio
